"firm_id","year","sic2","total_assets","book_equity","lt_debt","debt_current","total_liabilities","ebitda","num_shares","share_price","dividends_total","total_sales","rf","excess_return","uk_exposure","uk_listed"
1,2010,50,657.891263130693,616.641054071252,30.7695688989578,10.4806401604826,227.789670710058,0.467221005164032,45.7742688613014,28.1138494987142,49.5951534196948,835.3549,0.008,-0.0812669574364791,1,0
1,2011,50,806.141338996654,648.518779699749,117.574633169192,40.0479261277133,348.021878998516,61.9339373581457,45.7742688613014,70.2078162976966,136.038564465001,939.7381,0.003,0.264408597073405,1,0
1,2012,50,711.816802811447,606.157978854576,78.8135754376206,26.8452485192514,304.425614631898,72.1786972460036,45.7742688613014,24.9648393844386,52.382226595077,802.4684,1e-04,0.437775467483948,1,0
1,2013,50,904.077258435561,761.395758697877,106.429720888422,36.251778849262,348.802073931663,90.0365925017887,45.7742688613014,20.8122402484573,43.1836607520512,1068.3166,0.002,0.187286610482917,1,0
1,2014,50,1103.73033011625,841.06291413498,195.930234969252,66.7371810120188,384.723841020084,97.6047213790773,45.7742688613014,76.8325605099072,165.427369235368,1299.6608,0,-0.366757559320706,1,0
1,2015,50,879.169324623653,726.24677642167,114.068776629103,38.85377157288,317.805949690163,74.3681762614602,45.7742688613014,88.2003212433427,173.009257295917,1037.9939,-0.003,0.355635493429595,1,0
1,2016,50,1105.58762882789,840.914113087069,197.426635258537,67.2468804822825,436.335905920957,133.469053389386,45.7742688613014,183.708912016724,403.594365056486,1274.2665,-0.006,0.127116961182408,1,0
1,2017,50,1090.92864182437,978.381453590211,83.9517796810379,28.59540855312,432.187199706529,41.4691416615496,45.7742688613014,25.6021723323521,47.9781558495612,1286.6813,-0.007,-0.405427041985623,1,0
1,2018,50,859.148870997636,775.793861455518,62.1765990442301,21.1784104978882,279.545153148631,141.548590643917,45.7742688613014,54.9333091329587,92.8097430513459,948.7267,-0.006,0.0704535983718465,1,0
1,2019,50,970.25718385833,813.293119402978,117.083445297451,39.880619157901,407.461029280397,39.967776697888,45.7742688613014,36.759820915459,53.0678261047252,1079.3502,-0.006,-5.71670959669422e-05,1,0
1,2020,50,968.276648004142,860.312614519595,80.5330892293229,27.4309442552235,331.61471125078,-33.1031397983233,45.7742688613014,41.8514851656498,0,1084.5465,-0.007,0.0800140434589622,1,0
1,2021,50,1247.74201043868,1105.56655704576,106.052248186431,36.1232052064864,374.128550589299,114.606157162378,45.7742688613014,150.775875154876,446.048011085906,1508.8327,-0.006,0.0424091937526857,1,0
2,2010,36,11.3981959029637,9.61123310339683,0.907010196850242,0.879952602716609,4.15254257312264,0.832348194450474,9.60274797415329,2.5811780567396,0.630505294620963,5.9721,0.008,-0.226457519513909,0,0
2,2011,36,13.4520731950195,9.8744949349009,1.81587437787955,1.76170388223909,7.28787236980335,1.43921958865078,9.60274797415329,0.939067144352895,0.417971645005506,6.1025,0.003,0.385281850721951,0,0
2,2012,36,16.9458022161173,11.7115986669186,2.65672905595109,2.57747449324761,7.07192132196424,0.523589322929683,9.60274797415329,2.16030401646916,0.686282912736716,9.1179,1e-04,0.263394924136397,0,0
2,2013,36,16.8047939224369,11.5897943474969,2.64698167873824,2.56801789620175,7.20564998415278,NA,9.60274797415329,1.05411856625462,0.243373347370066,8.0641,0.002,0.0885405622556129,0,0
2,2014,36,19.6138791452497,14.0582480826866,2.81987628668267,2.73575477588038,8.22502177791388,2.4681356406953,9.60274797415329,1.4434073820491,0.462592571838052,8.9811,0,0.163339292721708,0,0
2,2015,36,19.4668413184915,13.3790608763945,3.0899797905731,2.99780065152395,8.04034321256414,2.71460641705356,9.60274797415329,2.37192400305761,1.15613768736336,10.1188,-0.003,-0.14447174092419,0,0
2,2016,36,17.9584887706164,14.4167681806997,1.79767407034303,1.74404651957368,5.96350631287892,0.481955637339511,9.60274797415329,2.45349303723322,0.656294135777325,8.7835,-0.006,-0.0388296197288739,0,0
2,2017,36,16.6240405917244,12.2127599295845,2.23903740061013,2.17224326152976,6.12213834708896,1.37243283432244,9.60274797415329,2.21933412243895,0.731284062458045,7.674,-0.007,0.103875323285046,0,0
2,2018,36,20.3841684429443,14.8438056254772,2.8121265707997,2.72823624666736,7.92671877176951,1.75917944097457,9.60274797415329,2.10732518338797,0.606633201177584,11.0213,-0.006,-0.0115807547926294,0,0
